"Date","Region","Industry","UOM","Employment"
"2021-09","New Brunswick","Health care and social assistance [62]","Persons",56897
"2021-09","New Brunswick","Arts, entertainment and recreation [71]","Persons",4276
"2021-09","New Brunswick","Accommodation and food services [72]","Persons",22330
"2021-09","New Brunswick","Other services (except public administration) [81]","Persons",8589
"2021-09","New Brunswick","Public administration [91]","Persons",32609
"2021-09","Quebec","Industrial aggregate including unclassified businesses [00-91N]","Persons",3842608
"2021-09","Quebec","Industrial aggregate excluding unclassified businesses [11-91N]","Persons",3783608
"2021-09","Quebec","Goods producing industries [11-33N]","Persons",724002
"2021-09","Quebec","Forestry, logging and support [11N]","Persons",9011
"2021-09","Quebec","Mining, quarrying, and oil and gas extraction [21]","Persons",21236
"2021-09","Quebec","Utilities [22]","Persons",28579
"2021-09","Quebec","Construction [23]","Persons",225048
"2021-09","Quebec","Manufacturing [31-33]","Persons",440128
"2021-09","Quebec","Service producing industries [41-91N]","Persons",3059606
"2021-09","Quebec","Trade [41-45N]","Persons",617497
"2021-09","Quebec","Wholesale trade [41]","Persons",176923
"2021-09","Quebec","Retail trade [44-45]","Persons",440574
"2021-09","Quebec","Transportation and warehousing [48-49]","Persons",161685
"2021-09","Quebec","Information and cultural industries [51]","Persons",73811
"2021-09","Quebec","Finance and insurance [52]","Persons",159232
"2021-09","Quebec","Real estate and rental and leasing [53]","Persons",51104
"2021-09","Quebec","Professional, scientific and technical services [54]","Persons",249803
"2021-09","Quebec","Management of companies and enterprises [55]","Persons",24063
"2021-09","Quebec","Administrative and support, waste management and remediation services [56]","Persons",164869
"2021-09","Quebec","Educational services [61]","Persons",328383
"2021-09","Quebec","Health care and social assistance [62]","Persons",535607
"2021-09","Quebec","Arts, entertainment and recreation [71]","Persons",56874
"2021-09","Quebec","Accommodation and food services [72]","Persons",238410
"2021-09","Quebec","Other services (except public administration) [81]","Persons",123301
"2021-09","Quebec","Public administration [91]","Persons",274966
"2021-09","Ontario","Industrial aggregate including unclassified businesses [00-91N]","Persons",6468870
"2021-09","Ontario","Industrial aggregate excluding unclassified businesses [11-91N]","Persons",6355149
"2021-09","Ontario","Goods producing industries [11-33N]","Persons",1111511
"2021-09","Ontario","Forestry, logging and support [11N]","Persons",3722
"2021-09","Ontario","Mining, quarrying, and oil and gas extraction [21]","Persons",28308
"2021-09","Ontario","Utilities [22]","Persons",50094
"2021-09","Ontario","Construction [23]","Persons",371735
"2021-09","Ontario","Manufacturing [31-33]","Persons",657652
"2021-09","Ontario","Service producing industries [41-91N]","Persons",5243638
"2021-09","Ontario","Trade [41-45N]","Persons",1068133
"2021-09","Ontario","Wholesale trade [41]","Persons",349791
"2021-09","Ontario","Retail trade [44-45]","Persons",718342
"2021-09","Ontario","Transportation and warehousing [48-49]","Persons",282703
"2021-09","Ontario","Information and cultural industries [51]","Persons",152140
"2021-09","Ontario","Finance and insurance [52]","Persons",361316
"2021-09","Ontario","Real estate and rental and leasing [53]","Persons",105034
"2021-09","Ontario","Professional, scientific and technical services [54]","Persons",461863
"2021-09","Ontario","Management of companies and enterprises [55]","Persons",46234
"2021-09","Ontario","Administrative and support, waste management and remediation services [56]","Persons",363798
"2021-09","Ontario","Educational services [61]","Persons",510200
"2021-09","Ontario","Health care and social assistance [62]","Persons",760962
"2021-09","Ontario","Arts, entertainment and recreation [71]","Persons",92211
"2021-09","Ontario","Accommodation and food services [72]","Persons",414002
"2021-09","Ontario","Other services (except public administration) [81]","Persons",183732
"2021-09","Ontario","Public administration [91]","Persons",441310
"2021-09","Manitoba","Industrial aggregate including unclassified businesses [00-91N]","Persons",607195
"2021-09","Manitoba","Industrial aggregate excluding unclassified businesses [11-91N]","Persons",596759
"2021-09","Manitoba","Goods producing industries [11-33N]","Persons",98999
"2021-09","Manitoba","Construction [23]","Persons",34951
"2021-09","Manitoba","Manufacturing [31-33]","Persons",55533
"2021-09","Manitoba","Service producing industries [41-91N]","Persons",497760
"2021-09","Manitoba","Trade [41-45N]","Persons",91294
"2021-09","Manitoba","Wholesale trade [41]","Persons",23379
"2021-09","Manitoba","Retail trade [44-45]","Persons",67915
"2021-09","Manitoba","Transportation and warehousing [48-49]","Persons",36186
"2021-09","Manitoba","Information and cultural industries [51]","Persons",16993
"2021-09","Manitoba","Finance and insurance [52]","Persons",31498
"2021-09","Manitoba","Real estate and rental and leasing [53]","Persons",7868
"2021-09","Manitoba","Professional, scientific and technical services [54]","Persons",20049
"2021-09","Manitoba","Management of companies and enterprises [55]","Persons",4683
"2021-09","Manitoba","Administrative and support, waste management and remediation services [56]","Persons",21689
"2021-09","Manitoba","Educational services [61]","Persons",49914
"2021-09","Manitoba","Health care and social assistance [62]","Persons",99303
"2021-09","Manitoba","Arts, entertainment and recreation [71]","Persons",11237
"2021-09","Manitoba","Accommodation and food services [72]","Persons",40081
"2021-09","Manitoba","Other services (except public administration) [81]","Persons",18689
"2021-09","Manitoba","Public administration [91]","Persons",48277
"2021-09","Saskatchewan","Industrial aggregate including unclassified businesses [00-91N]","Persons",475936
"2021-09","Saskatchewan","Industrial aggregate excluding unclassified businesses [11-91N]","Persons",470848
"2021-09","Saskatchewan","Goods producing industries [11-33N]","Persons",74448
"2021-09","Saskatchewan","Mining, quarrying, and oil and gas extraction [21]","Persons",16402
"2021-09","Saskatchewan","Construction [23]","Persons",28396
"2021-09","Saskatchewan","Manufacturing [31-33]","Persons",24365
"2021-09","Saskatchewan","Service producing industries [41-91N]","Persons",396400
"2021-09","Saskatchewan","Trade [41-45N]","Persons",86433
"2021-09","Saskatchewan","Wholesale trade [41]","Persons",24634
"2021-09","Saskatchewan","Retail trade [44-45]","Persons",61799
"2021-09","Saskatchewan","Transportation and warehousing [48-49]","Persons",17979
"2021-09","Saskatchewan","Information and cultural industries [51]","Persons",8997
"2021-09","Saskatchewan","Finance and insurance [52]","Persons",21591
"2021-09","Saskatchewan","Real estate and rental and leasing [53]","Persons",5145
"2021-09","Saskatchewan","Professional, scientific and technical services [54]","Persons",16584
"2021-09","Saskatchewan","Management of companies and enterprises [55]","Persons",2322
"2021-09","Saskatchewan","Administrative and support, waste management and remediation services [56]","Persons",12555
"2021-09","Saskatchewan","Educational services [61]","Persons",46204
"2021-09","Saskatchewan","Health care and social assistance [62]","Persons",71487
"2021-09","Saskatchewan","Arts, entertainment and recreation [71]","Persons",7764
"2021-09","Saskatchewan","Accommodation and food services [72]","Persons",33342
"2021-09","Saskatchewan","Other services (except public administration) [81]","Persons",16501
"2021-09","Saskatchewan","Public administration [91]","Persons",49495
"2021-09","Alberta","Industrial aggregate including unclassified businesses [00-91N]","Persons",1939674
"2021-09","Alberta","Industrial aggregate excluding unclassified businesses [11-91N]","Persons",1904723
"2021-09","Alberta","Goods producing industries [11-33N]","Persons",391270
"2021-09","Alberta","Forestry, logging and support [11N]","Persons",3654
"2021-09","Alberta","Mining, quarrying, and oil and gas extraction [21]","Persons",87593
"2021-09","Alberta","Utilities [22]","Persons",14976
"2021-09","Alberta","Construction [23]","Persons",167165
"2021-09","Alberta","Manufacturing [31-33]","Persons",117881
"2021-09","Alberta","Service producing industries [41-91N]","Persons",1513453
"2021-09","Alberta","Trade [41-45N]","Persons",340996
"2021-09","Alberta","Wholesale trade [41]","Persons",94002
"2021-09","Alberta","Retail trade [44-45]","Persons",246994
"2021-09","Alberta","Transportation and warehousing [48-49]","Persons",102185
"2021-09","Alberta","Information and cultural industries [51]","Persons",25213
"2021-09","Alberta","Finance and insurance [52]","Persons",66075
"2021-09","Alberta","Real estate and rental and leasing [53]","Persons",37301
"2021-09","Alberta","Professional, scientific and technical services [54]","Persons",120142
"2021-09","Alberta","Management of companies and enterprises [55]","Persons",19053
"2021-09","Alberta","Administrative and support, waste management and remediation services [56]","Persons",85947
"2021-09","Alberta","Educational services [61]","Persons",140904
"2021-09","Alberta","Health care and social assistance [62]","Persons",223091
"2021-09","Alberta","Arts, entertainment and recreation [71]","Persons",33064
"2021-09","Alberta","Accommodation and food services [72]","Persons",145383
"2021-09","Alberta","Other services (except public administration) [81]","Persons",68146
"2021-09","Alberta","Public administration [91]","Persons",105952
"2021-09","British Columbia","Industrial aggregate including unclassified businesses [00-91N]","Persons",2336689
"2021-09","British Columbia","Industrial aggregate excluding unclassified businesses [11-91N]","Persons",2277346
"2021-09","British Columbia","Goods producing industries [11-33N]","Persons",377959
"2021-09","British Columbia","Forestry, logging and support [11N]","Persons",17356
"2021-09","British Columbia","Mining, quarrying, and oil and gas extraction [21]","Persons",21924
"2021-09","British Columbia","Utilities [22]","Persons",12009
"2021-09","British Columbia","Construction [23]","Persons",173825
"2021-09","British Columbia","Manufacturing [31-33]","Persons",152844
"2021-09","British Columbia","Service producing industries [41-91N]","Persons",1899387
"2021-09","British Columbia","Trade [41-45N]","Persons",374387
"2021-09","British Columbia","Wholesale trade [41]","Persons",91772
"2021-09","British Columbia","Retail trade [44-45]","Persons",282616
"2021-09","British Columbia","Transportation and warehousing [48-49]","Persons",113413
"2021-09","British Columbia","Information and cultural industries [51]","Persons",59568
"2021-09","British Columbia","Finance and insurance [52]","Persons",91665
"2021-09","British Columbia","Real estate and rental and leasing [53]","Persons",44122
"2021-09","British Columbia","Professional, scientific and technical services [54]","Persons",161925
"2021-09","British Columbia","Management of companies and enterprises [55]","Persons",19799
"2021-09","British Columbia","Administrative and support, waste management and remediation services [56]","Persons",104631
"2021-09","British Columbia","Educational services [61]","Persons",170535
"2021-09","British Columbia","Health care and social assistance [62]","Persons",304513
"2021-09","British Columbia","Arts, entertainment and recreation [71]","Persons",41904
"2021-09","British Columbia","Accommodation and food services [72]","Persons",196125
"2021-09","British Columbia","Other services (except public administration) [81]","Persons",74694
"2021-09","British Columbia","Public administration [91]","Persons",142105
"2021-09","Yukon","Industrial aggregate including unclassified businesses [00-91N]","Persons",23208
"2021-09","Yukon","Industrial aggregate excluding unclassified businesses [11-91N]","Persons",22706
"2021-09","Yukon","Goods producing industries [11-33N]","Persons",3324
"2021-09","Yukon","Construction [23]","Persons",1405
"2021-09","Yukon","Service producing industries [41-91N]","Persons",19382
"2021-09","Yukon","Trade [41-45N]","Persons",3005
"2021-09","Yukon","Transportation and warehousing [48-49]","Persons",1167
"2021-09","Yukon","Information and cultural industries [51]","Persons",430
"2021-09","Yukon","Finance and insurance [52]","Persons",341
"2021-09","Yukon","Real estate and rental and leasing [53]","Persons",262
"2021-09","Yukon","Professional, scientific and technical services [54]","Persons",816
"2021-09","Yukon","Management of companies and enterprises [55]","Persons",66
"2021-09","Yukon","Administrative and support, waste management and remediation services [56]","Persons",484
"2021-09","Yukon","Educational services [61]","Persons",1540
"2021-09","Yukon","Health care and social assistance [62]","Persons",1665
"2021-09","Yukon","Arts, entertainment and recreation [71]","Persons",312
"2021-09","Yukon","Accommodation and food services [72]","Persons",1545
"2021-09","Yukon","Other services (except public administration) [81]","Persons",545
"2021-09","Yukon","Public administration [91]","Persons",7204
"2021-09","Northwest Territories","Industrial aggregate including unclassified businesses [00-91N]","Persons",26934
"2021-09","Northwest Territories","Industrial aggregate excluding unclassified businesses [11-91N]","Persons",26697
"2021-09","Northwest Territories","Goods producing industries [11-33N]","Persons",5053
"2021-09","Northwest Territories","Mining, quarrying, and oil and gas extraction [21]","Persons",2557
"2021-09","Northwest Territories","Construction [23]","Persons",2153
"2021-09","Northwest Territories","Service producing industries [41-91N]","Persons",21645
"2021-09","Northwest Territories","Trade [41-45N]","Persons",3015
"2021-09","Northwest Territories","Wholesale trade [41]","Persons",412
"2021-09","Northwest Territories","Retail trade [44-45]","Persons",2604
"2021-09","Northwest Territories","Transportation and warehousing [48-49]","Persons",1249
"2021-09","Northwest Territories","Information and cultural industries [51]","Persons",360
"2021-09","Northwest Territories","Finance and insurance [52]","Persons",452
"2021-09","Northwest Territories","Real estate and rental and leasing [53]","Persons",473
"2021-09","Northwest Territories","Professional, scientific and technical services [54]","Persons",1000
"2021-09","Northwest Territories","Management of companies and enterprises [55]","Persons",55
"2021-09","Northwest Territories","Administrative and support, waste management and remediation services [56]","Persons",662
"2021-09","Northwest Territories","Educational services [61]","Persons",2060
"2021-09","Northwest Territories","Health care and social assistance [62]","Persons",2004
"2021-09","Northwest Territories","Arts, entertainment and recreation [71]","Persons",275
"2021-09","Northwest Territories","Accommodation and food services [72]","Persons",1465
"2021-09","Northwest Territories","Other services (except public administration) [81]","Persons",918
"2021-09","Northwest Territories","Public administration [91]","Persons",7658
"2021-09","Nunavut","Industrial aggregate including unclassified businesses [00-91N]","Persons",19252
"2021-09","Nunavut","Industrial aggregate excluding unclassified businesses [11-91N]","Persons",19137
"2021-09","Nunavut","Goods producing industries [11-33N]","Persons",3954
"2021-09","Nunavut","Construction [23]","Persons",821
"2021-09","Nunavut","Service producing industries [41-91N]","Persons",15183
"2021-09","Nunavut","Trade [41-45N]","Persons",2284
"2021-09","Nunavut","Transportation and warehousing [48-49]","Persons",708
"2021-09","Nunavut","Information and cultural industries [51]","Persons",99
"2021-09","Nunavut","Finance and insurance [52]","Persons",182
"2021-09","Nunavut","Real estate and rental and leasing [53]","Persons",847
"2021-09","Nunavut","Professional, scientific and technical services [54]","Persons",195
"2021-09","Nunavut","Management of companies and enterprises [55]","Persons",164
"2021-09","Nunavut","Administrative and support, waste management and remediation services [56]","Persons",712
"2021-09","Nunavut","Educational services [61]","Persons",602
"2021-09","Nunavut","Health care and social assistance [62]","Persons",1074
"2021-09","Nunavut","Arts, entertainment and recreation [71]","Persons",87
"2021-09","Nunavut","Accommodation and food services [72]","Persons",750
"2021-09","Nunavut","Other services (except public administration) [81]","Persons",325
"2021-09","Nunavut","Public administration [91]","Persons",7153
"2021-10","Canada","Industrial aggregate including unclassified businesses [00-91N]","Persons",16901636
"2021-10","Canada","Industrial aggregate excluding unclassified businesses [11-91N]","Persons",16588914
"2021-10","Canada","Goods producing industries [11-33N]","Persons",2967556
"2021-10","Canada","Forestry, logging and support [11N]","Persons",37715
"2021-10","Canada","Mining, quarrying, and oil and gas extraction [21]","Persons",194387
"2021-10","Canada","Utilities [22]","Persons",126422
"2021-10","Canada","Construction [23]","Persons",1075852
"2021-10","Canada","Manufacturing [31-33]","Persons",1533180
"2021-10","Canada","Non-durable goods [311N]","Persons",630378
"2021-10","Canada","Durable goods [321N]","Persons",902801
"2021-10","Canada","Service producing industries [41-91N]","Persons",13621358
"2021-10","Canada","Trade [41-45N]","Persons",2768954
"2021-10","Canada","Wholesale trade [41]","Persons",798416
"2021-10","Canada","Retail trade [44-45]","Persons",1970538
"2021-10","Canada","Transportation and warehousing [48-49]","Persons",773360
"2021-10","Canada","Information and cultural industries [51]","Persons",360930
"2021-10","Canada","Finance and insurance [52]","Persons",776497
"2021-10","Canada","Real estate and rental and leasing [53]","Persons",270644
"2021-10","Canada","Professional, scientific and technical services [54]","Persons",1084020
"2021-10","Canada","Management of companies and enterprises [55]","Persons",121604
"2021-10","Canada","Administrative and support, waste management and remediation services [56]","Persons",803610
"2021-10","Canada","Educational services [61]","Persons",1356510
"2021-10","Canada","Health care and social assistance [62]","Persons",2174702
"2021-10","Canada","Arts, entertainment and recreation [71]","Persons",262958
"2021-10","Canada","Accommodation and food services [72]","Persons",1160957
"2021-10","Canada","Other services (except public administration) [81]","Persons",521471
"2021-10","Canada","Public administration [91]","Persons",1185143
"2021-10","Newfoundland and Labrador","Industrial aggregate including unclassified businesses [00-91N]","Persons",210138
"2021-10","Newfoundland and Labrador","Industrial aggregate excluding unclassified businesses [11-91N]","Persons",205000
"2021-10","Newfoundland and Labrador","Goods producing industries [11-33N]","Persons",32515
"2021-10","Newfoundland and Labrador","Mining, quarrying, and oil and gas extraction [21]","Persons",5512
"2021-10","Newfoundland and Labrador","Construction [23]","Persons",14203
"2021-10","Newfoundland and Labrador","Manufacturing [31-33]","Persons",9765
"2021-10","Newfoundland and Labrador","Service producing industries [41-91N]","Persons",172485
"2021-10","Newfoundland and Labrador","Trade [41-45N]","Persons",36289
"2021-10","Newfoundland and Labrador","Wholesale trade [41]","Persons",6622
"2021-10","Newfoundland and Labrador","Retail trade [44-45]","Persons",29667
"2021-10","Newfoundland and Labrador","Transportation and warehousing [48-49]","Persons",8815
"2021-10","Newfoundland and Labrador","Information and cultural industries [51]","Persons",4850
"2021-10","Newfoundland and Labrador","Finance and insurance [52]","Persons",7435
"2021-10","Newfoundland and Labrador","Real estate and rental and leasing [53]","Persons",2065
"2021-10","Newfoundland and Labrador","Professional, scientific and technical services [54]","Persons",8113
"2021-10","Newfoundland and Labrador","Management of companies and enterprises [55]","Persons",636
"2021-10","Newfoundland and Labrador","Administrative and support, waste management and remediation services [56]","Persons",5866
"2021-10","Newfoundland and Labrador","Educational services [61]","Persons",18829
"2021-10","Newfoundland and Labrador","Health care and social assistance [62]","Persons",35989
"2021-10","Newfoundland and Labrador","Arts, entertainment and recreation [71]","Persons",2195
"2021-10","Newfoundland and Labrador","Accommodation and food services [72]","Persons",14473
"2021-10","Newfoundland and Labrador","Other services (except public administration) [81]","Persons",5992
"2021-10","Newfoundland and Labrador","Public administration [91]","Persons",20940
"2021-10","Prince Edward Island","Industrial aggregate including unclassified businesses [00-91N]","Persons",70679
"2021-10","Prince Edward Island","Industrial aggregate excluding unclassified businesses [11-91N]","Persons",69348
"2021-10","Prince Edward Island","Goods producing industries [11-33N]","Persons",10634
"2021-10","Prince Edward Island","Forestry, logging and support [11N]","Persons",59
"2021-10","Prince Edward Island","Mining, quarrying, and oil and gas extraction [21]","Persons",27
"2021-10","Prince Edward Island","Utilities [22]","Persons",423
"2021-10","Prince Edward Island","Construction [23]","Persons",4328
"2021-10","Prince Edward Island","Manufacturing [31-33]","Persons",5797
"2021-10","Prince Edward Island","Service producing industries [41-91N]","Persons",58715
"2021-10","Prince Edward Island","Trade [41-45N]","Persons",11724
"2021-10","Prince Edward Island","Wholesale trade [41]","Persons",2312
"2021-10","Prince Edward Island","Retail trade [44-45]","Persons",9411
"2021-10","Prince Edward Island","Transportation and warehousing [48-49]","Persons",2940
"2021-10","Prince Edward Island","Information and cultural industries [51]","Persons",736
"2021-10","Prince Edward Island","Finance and insurance [52]","Persons",1690
"2021-10","Prince Edward Island","Real estate and rental and leasing [53]","Persons",789
"2021-10","Prince Edward Island","Professional, scientific and technical services [54]","Persons",2576
"2021-10","Prince Edward Island","Management of companies and enterprises [55]","Persons",163
"2021-10","Prince Edward Island","Administrative and support, waste management and remediation services [56]","Persons",4976
"2021-10","Prince Edward Island","Educational services [61]","Persons",5785
"2021-10","Prince Edward Island","Health care and social assistance [62]","Persons",9533
"2021-10","Prince Edward Island","Arts, entertainment and recreation [71]","Persons",974
"2021-10","Prince Edward Island","Accommodation and food services [72]","Persons",5740
"2021-10","Prince Edward Island","Other services (except public administration) [81]","Persons",2055
"2021-10","Prince Edward Island","Public administration [91]","Persons",9034
"2021-10","Nova Scotia","Industrial aggregate including unclassified businesses [00-91N]","Persons",421258
"2021-10","Nova Scotia","Industrial aggregate excluding unclassified businesses [11-91N]","Persons",414386
"2021-10","Nova Scotia","Goods producing industries [11-33N]","Persons",60098
"2021-10","Nova Scotia","Forestry, logging and support [11N]","Persons",814
"2021-10","Nova Scotia","Construction [23]","Persons",24282
"2021-10","Nova Scotia","Manufacturing [31-33]","Persons",31102
"2021-10","Nova Scotia","Service producing industries [41-91N]","Persons",354287
"2021-10","Nova Scotia","Trade [41-45N]","Persons",73000
"2021-10","Nova Scotia","Wholesale trade [41]","Persons",14177
"2021-10","Nova Scotia","Retail trade [44-45]","Persons",58823
"2021-10","Nova Scotia","Transportation and warehousing [48-49]","Persons",17209
"2021-10","Nova Scotia","Information and cultural industries [51]","Persons",7042
"2021-10","Nova Scotia","Finance and insurance [52]","Persons",18206
"2021-10","Nova Scotia","Real estate and rental and leasing [53]","Persons",5520
"2021-10","Nova Scotia","Professional, scientific and technical services [54]","Persons",18533
"2021-10","Nova Scotia","Management of companies and enterprises [55]","Persons",2067
"2021-10","Nova Scotia","Administrative and support, waste management and remediation services [56]","Persons",17818
"2021-10","Nova Scotia","Educational services [61]","Persons",43035
"2021-10","Nova Scotia","Health care and social assistance [62]","Persons",69393
"2021-10","Nova Scotia","Arts, entertainment and recreation [71]","Persons",4777
"2021-10","Nova Scotia","Accommodation and food services [72]","Persons",29676
"2021-10","Nova Scotia","Other services (except public administration) [81]","Persons",12104
"2021-10","Nova Scotia","Public administration [91]","Persons",35908
"2021-10","New Brunswick","Industrial aggregate including unclassified businesses [00-91N]","Persons",333791
"2021-10","New Brunswick","Industrial aggregate excluding unclassified businesses [11-91N]","Persons",328210
"2021-10","New Brunswick","Goods producing industries [11-33N]","Persons",55706
"2021-10","New Brunswick","Forestry, logging and support [11N]","Persons",2107
"2021-10","New Brunswick","Construction [23]","Persons",19118
"2021-10","New Brunswick","Manufacturing [31-33]","Persons",30294
"2021-10","New Brunswick","Service producing industries [41-91N]","Persons",272504
"2021-10","New Brunswick","Trade [41-45N]","Persons",54892
"2021-10","New Brunswick","Wholesale trade [41]","Persons",10173
"2021-10","New Brunswick","Retail trade [44-45]","Persons",44718
"2021-10","New Brunswick","Transportation and warehousing [48-49]","Persons",16080
"2021-10","New Brunswick","Information and cultural industries [51]","Persons",6443
"2021-10","New Brunswick","Finance and insurance [52]","Persons",15646
"2021-10","New Brunswick","Real estate and rental and leasing [53]","Persons",3954
"2021-10","New Brunswick","Professional, scientific and technical services [54]","Persons",13574
"2021-10","New Brunswick","Management of companies and enterprises [55]","Persons",1354
"2021-10","New Brunswick","Administrative and support, waste management and remediation services [56]","Persons",14718
"2021-10","New Brunswick","Educational services [61]","Persons",20997
"2021-10","New Brunswick","Health care and social assistance [62]","Persons",56888
"2021-10","New Brunswick","Arts, entertainment and recreation [71]","Persons",4244
"2021-10","New Brunswick","Accommodation and food services [72]","Persons",22293
"2021-10","New Brunswick","Other services (except public administration) [81]","Persons",8597
"2021-10","New Brunswick","Public administration [91]","Persons",32825
"2021-10","Quebec","Industrial aggregate including unclassified businesses [00-91N]","Persons",3859315
"2021-10","Quebec","Industrial aggregate excluding unclassified businesses [11-91N]","Persons",3798001
"2021-10","Quebec","Goods producing industries [11-33N]","Persons",724977
"2021-10","Quebec","Forestry, logging and support [11N]","Persons",8951
"2021-10","Quebec","Mining, quarrying, and oil and gas extraction [21]","Persons",20568
"2021-10","Quebec","Utilities [22]","Persons",29044
"2021-10","Quebec","Construction [23]","Persons",225374
"2021-10","Quebec","Manufacturing [31-33]","Persons",441040
"2021-10","Quebec","Service producing industries [41-91N]","Persons",3073024
"2021-10","Quebec","Trade [41-45N]","Persons",619724
"2021-10","Quebec","Wholesale trade [41]","Persons",177794
"2021-10","Quebec","Retail trade [44-45]","Persons",441931
"2021-10","Quebec","Transportation and warehousing [48-49]","Persons",163565
"2021-10","Quebec","Information and cultural industries [51]","Persons",75203
"2021-10","Quebec","Finance and insurance [52]","Persons",158420
"2021-10","Quebec","Real estate and rental and leasing [53]","Persons",52087
"2021-10","Quebec","Professional, scientific and technical services [54]","Persons",251456
"2021-10","Quebec","Management of companies and enterprises [55]","Persons",24905
"2021-10","Quebec","Administrative and support, waste management and remediation services [56]","Persons",164877
"2021-10","Quebec","Educational services [61]","Persons",334654
"2021-10","Quebec","Health care and social assistance [62]","Persons",532061
"2021-10","Quebec","Arts, entertainment and recreation [71]","Persons",56962
"2021-10","Quebec","Accommodation and food services [72]","Persons",240404
"2021-10","Quebec","Other services (except public administration) [81]","Persons",123316
"2021-10","Quebec","Public administration [91]","Persons",275389
"2021-10","Ontario","Industrial aggregate including unclassified businesses [00-91N]","Persons",6529417
"2021-10","Ontario","Industrial aggregate excluding unclassified businesses [11-91N]","Persons",6410826
"2021-10","Ontario","Goods producing industries [11-33N]","Persons",1121934
"2021-10","Ontario","Forestry, logging and support [11N]","Persons",3617
"2021-10","Ontario","Mining, quarrying, and oil and gas extraction [21]","Persons",28131
"2021-10","Ontario","Utilities [22]","Persons",50085
"2021-10","Ontario","Construction [23]","Persons",376194
"2021-10","Ontario","Manufacturing [31-33]","Persons",663906
"2021-10","Ontario","Service producing industries [41-91N]","Persons",5288892
"2021-10","Ontario","Trade [41-45N]","Persons",1071410
"2021-10","Ontario","Wholesale trade [41]","Persons",351849
"2021-10","Ontario","Retail trade [44-45]","Persons",719561
"2021-10","Ontario","Transportation and warehousing [48-49]","Persons",287290
"2021-10","Ontario","Information and cultural industries [51]","Persons",154259
"2021-10","Ontario","Finance and insurance [52]","Persons",362357
"2021-10","Ontario","Real estate and rental and leasing [53]","Persons",108737
"2021-10","Ontario","Professional, scientific and technical services [54]","Persons",467398
"2021-10","Ontario","Management of companies and enterprises [55]","Persons",46731
"2021-10","Ontario","Administrative and support, waste management and remediation services [56]","Persons",366191
"2021-10","Ontario","Educational services [61]","Persons",508617
"2021-10","Ontario","Health care and social assistance [62]","Persons",765541
"2021-10","Ontario","Arts, entertainment and recreation [71]","Persons",97420
"2021-10","Ontario","Accommodation and food services [72]","Persons",424049
"2021-10","Ontario","Other services (except public administration) [81]","Persons",186937
"2021-10","Ontario","Public administration [91]","Persons",441955
"2021-10","Manitoba","Industrial aggregate including unclassified businesses [00-91N]","Persons",610223
"2021-10","Manitoba","Industrial aggregate excluding unclassified businesses [11-91N]","Persons",599575
"2021-10","Manitoba","Goods producing industries [11-33N]","Persons",98620
"2021-10","Manitoba","Construction [23]","Persons",34502
"2021-10","Manitoba","Manufacturing [31-33]","Persons",55170
"2021-10","Manitoba","Service producing industries [41-91N]","Persons",500955
"2021-10","Manitoba","Trade [41-45N]","Persons",90932
"2021-10","Manitoba","Wholesale trade [41]","Persons",23444
"2021-10","Manitoba","Retail trade [44-45]","Persons",67488
"2021-10","Manitoba","Transportation and warehousing [48-49]","Persons",36261
"2021-10","Manitoba","Information and cultural industries [51]","Persons",17140
"2021-10","Manitoba","Finance and insurance [52]","Persons",31631
"2021-10","Manitoba","Real estate and rental and leasing [53]","Persons",7949
"2021-10","Manitoba","Professional, scientific and technical services [54]","Persons",20175
"2021-10","Manitoba","Management of companies and enterprises [55]","Persons",4561
"2021-10","Manitoba","Administrative and support, waste management and remediation services [56]","Persons",21676
"2021-10","Manitoba","Educational services [61]","Persons",53572
"2021-10","Manitoba","Health care and social assistance [62]","Persons",98210
"2021-10","Manitoba","Arts, entertainment and recreation [71]","Persons",11247
"2021-10","Manitoba","Accommodation and food services [72]","Persons",40452
"2021-10","Manitoba","Other services (except public administration) [81]","Persons",18785
"2021-10","Manitoba","Public administration [91]","Persons",48364
"2021-10","Saskatchewan","Industrial aggregate including unclassified businesses [00-91N]","Persons",484695
"2021-10","Saskatchewan","Industrial aggregate excluding unclassified businesses [11-91N]","Persons",479508
"2021-10","Saskatchewan","Goods producing industries [11-33N]","Persons",75849
"2021-10","Saskatchewan","Mining, quarrying, and oil and gas extraction [21]","Persons",17021
"2021-10","Saskatchewan","Construction [23]","Persons",28855
"2021-10","Saskatchewan","Manufacturing [31-33]","Persons",24672
"2021-10","Saskatchewan","Service producing industries [41-91N]","Persons",403660
"2021-10","Saskatchewan","Trade [41-45N]","Persons",86973
"2021-10","Saskatchewan","Wholesale trade [41]","Persons",24817
"2021-10","Saskatchewan","Retail trade [44-45]","Persons",62156
"2021-10","Saskatchewan","Transportation and warehousing [48-49]","Persons",18368
"2021-10","Saskatchewan","Information and cultural industries [51]","Persons",9079
"2021-10","Saskatchewan","Finance and insurance [52]","Persons",21881
"2021-10","Saskatchewan","Real estate and rental and leasing [53]","Persons",5205
"2021-10","Saskatchewan","Professional, scientific and technical services [54]","Persons",17032
"2021-10","Saskatchewan","Management of companies and enterprises [55]","Persons",2384
"2021-10","Saskatchewan","Administrative and support, waste management and remediation services [56]","Persons",12901
"2021-10","Saskatchewan","Educational services [61]","Persons",48562
